,id_bacha,id_interno,name_interno,Unnamed: 3,precio_bacha,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
299,LL054.0028,2298,PROCENEX LIQUIDO X 900ML BLANCO **,21.0,82.5,45.0,140.0,0.0,0.0,0.0,$,,,LIMPIADORES Y DESODORANTES DE PISO,,EL BACHA,PROCENEX,,,,,,,PROCENEX LIMP. PARA PISOS X 900ML
300,LL054.0028,2299,PROCENEX LIQUIDO X 900ML BRISA BOSQUE,21.0,0.0,0.0,92.0,0.0,0.0,92.0,$,,,LIMPIADORES Y DESODORANTES DE PISO,,EL BACHA,PROCENEX,,,,,,,PROCENEX LIMP. PARA PISOS X 900ML
301,LL056.0296,2300,PROCENEX LIQUIDO X 900ML FLOR JARDIN **,21.0,0.0,0.0,92.0,0.0,0.0,0.0,$,,,LIMPIADORES Y DESODORANTES DE PISO,,EL BACHA,PROCENEX,,,,,,,PROCENEX LIMP. PARA PISOS X 900ML
302,LL056.0299,2301,PROCENEX LIQUIDO X 900ML JAZMIN **,21.0,0.0,0.0,92.0,0.0,0.0,0.0,$,,,LIMPIADORES Y DESODORANTES DE PISO,,EL BACHA,PROCENEX,,,,,,,PROCENEX LIMP. PARA PISOS X 900ML
303,LL056.0302,2303,PROCENEX LIQUIDO X 900ML LAVANDA **,21.0,0.0,0.0,92.0,0.0,0.0,0.0,$,,,LIMPIADORES Y DESODORANTES DE PISO,,EL BACHA,PROCENEX,,,,,,,PROCENEX LIMP. PARA PISOS X 900ML
304,LL056.0304,2304,PROCENEX LIQUIDO X 900ML LIMON **,21.0,0.0,0.0,92.0,0.0,0.0,0.0,$,,,LIMPIADORES Y DESODORANTES DE PISO,,EL BACHA,PROCENEX,,,,,,,PROCENEX LIMP. PARA PISOS X 900ML
305,LL056.0310,2306,PROCENEX LIQUIDO X 900ML MARINA **,21.0,0.0,0.0,92.0,0.0,0.0,0.0,$,,,LIMPIADORES Y DESODORANTES DE PISO,,EL BACHA,PROCENEX,,,,,,,PROCENEX LIMP. PARA PISOS X 900ML
306,LL056.0316,2308,PROCENEX LIQUIDO X 900ML ORQUIDEA **,21.0,0.0,0.0,92.0,0.0,0.0,0.0,$,,,LIMPIADORES Y DESODORANTES DE PISO,,EL BACHA,PROCENEX,,,,,,,PROCENEX LIMP. PARA PISOS X 900ML
307,LL056.0316,2309,PROCENEX LIQUIDO X 900ML PINO **,21.0,0.0,0.0,92.0,0.0,0.0,0.0,$,,,LIMPIADORES Y DESODORANTES DE PISO,,EL BACHA,PROCENEX,,,,,,,PROCENEX LIMP. PARA PISOS X 900ML
308,LL056.0315,2302,PROCENEX LIQUIDO X 900ML VAINILLA **,21.0,0.0,0.0,92.0,0.0,0.0,0.0,$,,,LIMPIADORES Y DESODORANTES DE PISO,,EL BACHA,PROCENEX,,,,,,,PROCENEX LIMP. PARA PISOS X 900ML
309,LI015.0030,2375,RAID 45 NOCHES REPUESTO,21.0,0.0,0.0,450.0,349.0,0.0,349.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
310,LI002.0038,2363,RAID AEROSOL AZUL MMM SIN OLOR X 360 CC ** (12UXB),21.0,242.0,45.0,350.9,0.0,0.0,317.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
311,LI005.0010,2370,RAID ANTIPOLILLAS VERDE AEROSOL X 360 CC **,21.0,229.9,45.0,333.36,0.0,0.0,279.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
312,LI015.0032,2374,RAID APARATO 45 NOCHES+REP,21.0,409.2,45.0,593.34,444.0,0.0,444.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
313,LI002.0020,3970,RAID AZUL MMM NUEVA FORMULA AEROSOL 360CC **,21.0,214.5,45.0,311.03,0.0,0.0,286.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
314,LI014.0010,3974,RAID CEBO CUCARACHAS X 6UNID **,21.0,0.0,0.0,263.0,263.0,0.0,263.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,,,,,,,,RAID CEBOS CUCARACHAS
315,LI002.0030,2364,RAID DOBLE ACCION X 360 CC,21.0,242.0,45.0,350.9,226.0,0.0,226.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
316,LE059.0032,4120,RAID ESPIRALES X 12 UNID ** COUNTRY FRESH (24UXB),21.0,69.3,45.0,100.49,0.0,0.0,95.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
317,LI003.0010,2366,RAID EXTERMINADOR CUCARACHAS X 360 CC ** (12UXB),21.0,171.1,45.0,248.1,0.0,0.0,231.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
318,LH007.0006,2367,RAID HORMIGAS AEROSOL X 360 CC,21.0,214.5,45.0,311.03,0.0,0.0,271.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
319,LI006.0007,2365,RAID INSECTICIDA AEROSOL CASA Y JARDIN X 360 CC **,21.0,192.5,45.0,279.13,0.0,0.0,245.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
320,LI002.0020,4394,RAID MATACUCARACHAS AEROSOL 360 CC,21.0,0.0,0.0,335.0,0.0,0.0,0.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
321,LI007.0005,2368,RAID MATAPULGAS Y GARRAPATAS X 360 CC **,21.0,405.9,50.0,608.85,470.0,0.0,550.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
322,LI003.0012,2369,RAID MAX S/OLOR DORADO CUCARACHAS X 360 CC ** (12UXB),21.0,287.1,45.0,416.3,274.0,0.0,389.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
323,LI005.0015,2362,RAID PERCHA ANTIPOLILLAS CONTINUO 3GRS X 2 UN **,21.0,240.9,45.0,349.31,279.0,0.0,280.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
324,LI015.0032,2376,RAID VAPE APARATO ECONOMICO + 4 TABLETAS,21.0,317.9,45.0,460.96,295.0,0.0,295.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
325,LI015.0037,3187,RAID VAPE TABLETAS X 24 U **,21.0,166.1,45.0,240.85,196.0,0.0,238.0,$,,,INSECTICIDAS Y REPELENTES,,EL BACHA,RAID,,,,,,,RAID INSECTICIDAS
326,LQ001.0018,4093,REX QUITAMANCHAS AEROSOL 180CC **,21.0,258.0,50.0,387.0,0.0,0.0,0.0,$,,,QUITAMANCHAS Y PRELAVADOS,,EL BACHA,REX,,,,,,,REX LIMPIADOR
327,PJ001.0105,2859,REXONA JABON TOCADOR  125 GRS (72UXB)**,21.0,0.0,0.0,49.0,0.0,0.0,0.0,$,,,JABONES -ROPA- MANOS,,EL BACHA,REXONA,,,,,,,REXONA JABON TOCADOR
328,LA050.0010,3771,ROBIN APRESTO LIQUIDO DOY PACK,21.0,71.5,45.0,103.68,0.0,0.0,0.0,$,,,VARIOS,,EL BACHA,ROBIN,,,,,,,ROBIN APRESTO
329,LL091.0012,2386,RUGBEE ALFOMBRAS AEROSOL X 400 CC **,21.0,302.5,50.0,453.75,0.0,0.0,0.0,$,,,LIMPIADORES ESPECIFICOS,,EL BACHA,RUGBEE,,,,,,,RUGBEE LIMPIALFOMBRAS
330,LS005.0051,2719,SACCHI SECADOR GOMA NEGRO 26 CM (6UXB) **,21.0,205.7,60.0,329.12,0.0,0.0,230.0,$,,,SECADORES Y SOPAPAS,,EL BACHA,SACCHI,,,,,,,SACCHI SECADOR GOMA
331,LS005.0052,2674,SACCHI SECADOR GOMA NEGRO 40CM (6UXB) **,21.0,257.4,60.0,411.84,0.0,0.0,386.1,$,,791624000028.0,SECADORES Y SOPAPAS,,EL BACHA,SACCHI,,,,,,,SACCHI SECADOR GOMA
332,LS005.0053,2718,SACCHI SECADOR GOMA NEGRO 50CM (6UXB) **,21.0,357.4,60.0,571.84,371.0,0.0,536.1,$,,791624000035.0,SECADORES Y SOPAPAS,,EL BACHA,SACCHI,,,,,,,SACCHI SECADOR GOMA
333,LJ002.0009,4140,SEISEME JABON EN PAN X 300 GRS (50UXB) **,21.0,85.8,45.0,124.41,0.0,0.0,0.0,$,,,JABON EN PAN,,EL BACHA,SEISEME,,,,,,,SEISEME JABON EN PAN
334,LA007.0102,2455,SILISUR REVIVIDOR GOMAS X 500/600 CC **,21.0,226.0,60.0,361.6,234.14,0.0,234.14,$,,,AUTOMOTORES,,EL BACHA,SILISUR,,,,,,,SILISUR REVIVIDOR
335,LA007.0091,2466,SILISUR SHAMPOO LAVA AUTOS X 600 CC **,21.0,269.5,60.0,431.2,0.0,0.0,363.0,$,,,AUTOMOTORES,,EL BACHA,SILISUR,,,,,,,SILISUR SHAMPOO
336,LA007.0052,4286,SILISUR SILICONA AUTO AEROSOL X 260CC FRANCES **,21.0,284.9,50.0,427.35,0.0,0.0,405.0,$,,,AUTOMOTORES,,EL BACHA,SILISUR,,,,,,,SILISUR SILICONAS
337,LA007.0054,4287,SILISUR SILICONA AUTO AEROSOL X 260CC LAVANDA **,21.0,284.9,50.0,427.35,0.0,0.0,405.0,$,,,AUTOMOTORES,,EL BACHA,SILISUR,,,,,,,SILISUR SILICONAS
338,LA007.0056,4288,SILISUR SILICONA AUTO AEROSOL X 260CC MANZANA **,21.0,284.9,50.0,427.35,0.0,0.0,405.0,$,,,AUTOMOTORES,,EL BACHA,SILISUR,,,,,,,SILISUR SILICONAS
339,LA007.0060,4289,SILISUR SILICONA AUTO AEROSOL X 260CC NEW CAR **,21.0,284.9,50.0,427.35,0.0,0.0,405.0,$,,,AUTOMOTORES,,EL BACHA,SILISUR,,,,,,,SILISUR SILICONAS
340,LA007.0062,4290,SILISUR SILICONA AUTO AEROSOL X 260CC PINO **,21.0,284.9,50.0,427.35,0.0,0.0,405.0,$,,,AUTOMOTORES,,EL BACHA,SILISUR,,,,,,,SILISUR SILICONAS
341,LL084.0011,4533,SILVO LIMPIAMETALES LIQUIDO 504ML,21.0,0.0,0.0,421.0,0.0,0.0,0.0,$,,,LIMPIADORES ESPECIFICOS,,EL BACHA,SILVO,,,,,,,SILVO LIMPIAMETALES
342,LD068.0036,2474,SKIP JABON EN POLVO BOLSA INDUSTRIAL X 10 KG **,21.0,1166.0,45.0,1690.7,0.0,0.0,0.0,$,,,JABONES PARA ROPA,,EL BACHA,SKIP,,,,,,,SKIP JABON EN POLVO
343,LD074.0006,4425,SKIP JABON LIQUIDO P/DILUIR  X 500CC **,21.0,445.0,50.0,667.5,0.0,0.0,0.0,$,,,JABONES PARA ROPA,,EL BACHA,SKIP,,,,,,,SKIP JABON LIQUIDO
344,LD068.0036,3917,SKIP JABON LIQUIDO ROPA BIDON X 5 LTS **,21.0,845.9,45.0,1226.56,636.0,0.0,636.0,$,,,JABONES PARA ROPA,,EL BACHA,SKIP,,,,,,,SKIP JABON LIQUIDO
345,LD072.0080,3863,SKIP LIQUIDO BAJA ESPUMA DOY PACK 3 LTS (4UXB)**,21.0,490.6,45.0,711.37,0.0,0.0,708.0,$,,,JABONES PARA ROPA,,EL BACHA,SKIP,,,,,,,SKIP JABON LIQUIDO
346,LD067.0012,4116,SKIP POLVO BOLSA X 600 GRS **,21.0,0.0,0.0,178.0,0.0,0.0,0.0,$,,,JABONES PARA ROPA,,EL BACHA,SKIP,,,,,,,SKIP JABON EN POLVO
347,LC025.0027,2495,"SUIZA CERA LIQUIDA X 850CC ""NATURAL"" **",21.0,306.9,45.0,445.01,0.0,0.0,0.0,$,,,CERAS Y REMOVEDORES,,EL BACHA,SUIZA,,,,,,,SUIZA CERA LIQUIDA X 850CC
348,LC025.0029,2496,"SUIZA CERA LIQUIDA X 850CC ""ROBLE CLARO"" **",21.0,306.9,45.0,445.01,0.0,0.0,0.0,$,,,CERAS Y REMOVEDORES,,EL BACHA,SUIZA,,,,,,,SUIZA CERA LIQUIDA X 850CC
349,LC025.0031,2497,"SUIZA CERA LIQUIDA X 850CC ""ROBLE OSCURO"" **",21.0,306.9,45.0,445.01,0.0,0.0,421.0,$,,,CERAS Y REMOVEDORES,,EL BACHA,SUIZA,,,,,,,SUIZA CERA LIQUIDA X 850CC
350,LC025.0040,3317,SUIZA CERA PASTA NATURAL X 450 GRS **,21.0,335.5,50.0,503.0,0.0,0.0,0.0,$,,,CERAS Y REMOVEDORES,,EL BACHA,SUIZA,,,,,,,SUIZA CERA PASTA 450GR
351,LC025.0041,4341,SUIZA CERA PASTA ROBLE CLARO 450GRS **,21.0,335.5,50.0,503.0,0.0,0.0,0.0,$,,,CERAS Y REMOVEDORES,,EL BACHA,SUIZA,,,,,,,SUIZA CERA PASTA 450GR
352,LC025.0042,2504,SUIZA CERA PASTA ROBLE OSCURO 450GRS **,21.0,335.5,50.0,503.0,0.0,0.0,0.0,$,,,CERAS Y REMOVEDORES,,EL BACHA,SUIZA,,,,,,,SUIZA CERA PASTA 450GR
353,LC037.0010,2509,SUIZA CERA PISOS PLASTIFICADOS X 850 (12UXB)**,21.0,233.2,50.0,349.8,0.0,0.0,350.0,$,,,PISOS PLASTIFICADOS Y FLOTANTES,,EL BACHA,SUIZA,,,,,,,SUIZA PISOS PLASTIFICADOS
354,LL063.0030,2510,SUIZA LIMPIA PISOS PLASTIFICADOS X 900 CC **,21.0,181.5,45.0,263.18,0.0,0.0,0.0,$,,,PISOS PLASTIFICADOS Y FLOTANTES,,EL BACHA,SUIZA,,,,,,,SUIZA LIMPIA PISOS PLASTIFICADOS
355,LL108.0040,3423,SUIZA LUSTRAMUEBLES AERO 360 CC. LAVANDA (12UXB) **,21.0,126.5,45.0,183.43,0.0,0.0,180.0,$,,,LUSTRAMUEBLES,,EL BACHA,SUIZA,,,,,,,SUIZA LUSTRAMUEBLES
356,LL108.0038,3424,SUIZA LUSTRAMUEBLES AEROSOL 360 CC. CLASICO (12UXB) **,21.0,126.5,45.0,183.43,0.0,0.0,180.0,$,,,LUSTRAMUEBLES,,EL BACHA,SUIZA,,,,,,,SUIZA LUSTRAMUEBLES
357,LR013.0008,4096,SUIZA QUITACERAS AUTOBRILLO 850CC **,21.0,0.0,0.0,421.0,0.0,0.0,0.0,$,,,CERAS Y REMOVEDORES,,EL BACHA,SUIZA,,,,,,,SUIZA QUITACERAS
358,LR012.0008,2512,SUIZA REMOVEDOR DE CERA PISOS DE MADERA X 850 CC M**,21.0,324.5,45.0,470.53,0.0,0.0,0.0,$,,,CERAS Y REMOVEDORES,,EL BACHA,SUIZA,,,,,,,SUIZA QUITACERAS
359,LR015.0012,3900,SUIZA RESTAURADOR DE MUEBLES 200CC,21.0,0.0,0.0,359.0,290.0,0.0,359.0,$,,,CERAS Y REMOVEDORES,,EL BACHA,,,,,,,,
360,LT012.0030,2544,TEXAS TRAPO DE PISO NIDO DE ABEJA 45 X 60 CM (60UXB) **,21.0,214.5,55.0,332.48,0.0,0.0,311.0,$,,,TRAPOS DE PISO,,EL BACHA,TEXAS,,,,,,,TEXAS TRAPO DE PISO
361,LP080.0032,4092,TRENET DOYPACK EF/ESPUMA X400CC **,21.0,0.0,0.0,126.0,0.0,0.0,126.0,$,,,LIMPIADORES ESPECIFICOS,,EL BACHA,TRENET,,,,,,,TRENET QUITAMANCHAS
362,LP080.0038,2552,TRENET OXI DOYPACK  X 250 CC,21.0,56.87,50.0,85.31,0.0,0.0,0.0,$,,,QUITAMANCHAS Y PRELAVADOS,,EL BACHA,TRENET,,,,,,,TRENET QUITAMANCHAS
363,LP080.0038,2553,TRENET OXI DOYPACK X 400 CC **,21.0,72.6,45.0,124.0,79.0,0.0,124.0,$,,,QUITAMANCHAS Y PRELAVADOS,,EL BACHA,TRENET,,,,,,,TRENET QUITAMANCHAS
364,LP080.0025,2547,TRENET PRELAVADO BOLILLA X 120 GR **,21.0,0.0,0.0,150.0,0.0,0.0,150.0,$,,,QUITAMANCHAS Y PRELAVADOS,,EL BACHA,TRENET,,,,,,,TRENET PRELAVADO
365,LP080.0028,2550,TRENET PRELAVADO GATILLO X 500 CC,21.0,0.0,0.0,279.0,181.0,0.0,279.0,$,,,QUITAMANCHAS Y PRELAVADOS,,EL BACHA,TRENET,,,,,,,TRENET QUITAMANCHAS
366,LA018.0018,4079,TRIUNFO ACAROINA FLUIDO X 1 LT,21.0,242.0,50.0,363.0,0.0,0.0,305.0,$,,,BACTERICIDAS Y DESINFECTANTES,,EL BACHA,TRIUNFO,,,,,,,TRIUNFO DESINFECTANTE
367,LA018.0020,2557,TRIUNFO FLUIDO DEINFECTANTE ACAROINA LATA X 4 L,21.0,1072.5,50.0,1608.75,0.0,0.0,1353.0,$,,,BACTERICIDAS Y DESINFECTANTES,,EL BACHA,TRIUNFO,,,,,,,TRIUNFO DESINFECTANTE
368,LA018.0016,2556,TRIUNFO FLUIDO DESINFECTANTE ACAROINA X 500 CC (12UXB) **,21.0,159.5,50.0,239.25,0.0,0.0,0.0,$,,,BACTERICIDAS Y DESINFECTANTES,,EL BACHA,TRIUNFO,,,,,,,TRIUNFO DESINFECTANTE
369,LQ001.0040,4428,VANISH O2 POTE ROSA,21.0,0.0,0.0,444.0,0.0,0.0,444.0,$,,,QUITAMANCHAS Y PRELAVADOS,,EL BACHA,VANISH,,,,,,,VANISH QUITAMANCHAS
370,LQ001.0032,4094,VANISH POWER GEL CON CABEZAL  200 ML **,21.0,280.5,45.0,406.73,0.0,0.0,140.0,$,,,QUITAMANCHAS Y PRELAVADOS,,EL BACHA,VANISH,,,,,,,VANISH QUITAMANCHAS
371,LQ001.0048,2569,VANISH WHITE O2 POTE X 450 GRS **,21.0,295.9,45.0,429.06,0.0,0.0,444.0,$,,,QUITAMANCHAS Y PRELAVADOS,,EL BACHA,VANISH,,,,,,,VANISH QUITAMANCHAS
372,LR015.0004,2575,VENIER RESTAURADOR X 125CC CLARO,21.0,0.0,0.0,553.0,0.0,0.0,0.0,$,,,LUSTRAMUEBLES,,EL BACHA,VENIER,,,,,,,VENIER RESTAURADOR
373,LR015.0005,2576,VENIER RESTAURADOR X 125CC MEDIO,21.0,0.0,0.0,553.0,0.0,0.0,0.0,$,,,LUSTRAMUEBLES,,EL BACHA,VENIER,,,,,,,VENIER RESTAURADOR
374,LR015.0007,2577,VENIER RESTAURADOR X 125CC OSCURO,21.0,0.0,0.0,553.0,0.0,0.0,0.0,$,,,LUSTRAMUEBLES,,EL BACHA,VENIER,,,,,,,VENIER RESTAURADOR
375,LL084.0016,2578,VENUS LIMPIAMETALES N 3 X 225 CC,21.0,159.5,45.0,231.28,0.0,0.0,213.0,$,,,LIMPIADORES ESPECIFICOS,,EL BACHA,VENUS,,,,,,,VENUS LIMPIAMETALES
376,LL084.0018,2579,VENUS LIMPIAMETALES N 4 X 425CC **,21.0,225.5,45.0,326.98,0.0,0.0,300.0,$,,,LIMPIADORES ESPECIFICOS,,EL BACHA,VENUS,,,,,,,VENUS LIMPIAMETALES
377,LL084.0020,2580,VENUS LIMPIAMETALES N 5 X 900CC **,21.0,322.3,45.0,467.34,0.0,0.0,437.0,$,,,LIMPIADORES ESPECIFICOS,,EL BACHA,VENUS,,,,,,,VENUS LIMPIAMETALES
378,LL084.0025,2582,VIEW LIMPIAVIDRIOS AEROSOL X 400 CC **,21.0,0.0,0.0,316.0,0.0,0.0,316.0,$,,,LIMPIADORES ESPECIFICOS,,EL BACHA,VIEW,,,,,,,VIEW LIMPIADOR
379,LL044.0034,2601,VIM LAVANDINA GEL CITRUS X 750 ML,21.0,0.0,0.0,140.0,0.0,0.0,140.0,$,,,LAVANDINAS Y CLORO,,EL BACHA,VIM,,,,,,,VIM LAVANDINAS
380,LL044.0036,2602,VIM LAVANDINA GEL FLORAL X 750 ML,21.0,0.0,0.0,140.0,0.0,0.0,140.0,$,,,LAVANDINAS Y CLORO,,EL BACHA,VIM,,,,,,,VIM LAVANDINAS
381,LL044.0038,2603,VIM LAVANDINA GEL LAVANDA X 750 ML,21.0,0.0,0.0,140.0,0.0,0.0,140.0,$,,,LAVANDINAS Y CLORO,,EL BACHA,VIM,,,,,,,VIM LAVANDINAS
382,LL044.0040,2600,VIM LAVANDINA GEL ORIGINAL X 750 ML (12UXB) M**,21.0,93.5,45.0,135.58,0.0,0.0,140.0,$,,,LAVANDINAS Y CLORO,,EL BACHA,VIM,,,,,,,VIM LAVANDINAS
383,LP014.0073,4033,VIRULANA MICROFIBRA VIDRIOS 32X32 CM,21.0,0.0,0.0,310.0,0.0,0.0,310.0,$,,,REJILLAS Y PAÑOS,,EL BACHA,VIRULANA,,,,,,,VIRULANA MICROFIBRA
384,LS032.0026,2623,VIVERE SACHETS X 900ML VIOLETAS Y FLORES BLANCAS (12UXB)**,21.0,106.7,45.0,154.72,127.0,0.0,149.0,$,,,SUAVIZANTES,,EL BACHA,VIVERE,,,,,,,VIVERE SUAVIZANTE X900ML.
385,LP014.0073,3975,VIVERE SUAVIZANTE CLASICO SACHET 3 LTS M**,21.0,357.5,45.0,518.38,0.0,0.0,518.0,$,,,SUAVIZANTES,,EL BACHA,VIVERE,,,,,,,VIVERE SACHETS
386,LS032.0018,2622,VIVERE SUAVIZANTE D/P X 900ML CLASICO (12UXB) **,21.0,106.7,45.0,154.72,0.0,0.0,0.0,$,,,SUAVIZANTES,,EL BACHA,VIVERE,,,,,,,VIVERE SUAVIZANTE X900ML.
387,LS035.0040,3816,VIVERE SUAVIZANTE PROFESIONAL BIDON 5 LTS M**,21.0,467.5,45.0,677.88,558.0,0.0,558.0,$,,,SUAVIZANTES,,EL BACHA,VIVERE,,,,,,,VIVERE BIDON
388,LP070.0030,4281,WASSINGOTN LIQUIDA BLANCA 60 ML **,21.0,0.0,0.0,262.0,0.0,0.0,262.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON POMADA LIQUIDA
389,LP069.0022,4278,WASSINGTON BRILLO ESPONJA NEGRO **,21.0,0.0,0.0,229.0,0.0,0.0,229.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON ESPONJA
390,LP069.0020,4276,WASSINGTON BRILLO ESPONJA NEUTRO **,21.0,0.0,0.0,229.0,0.0,0.0,229.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON ESPONJA
391,LP069.0021,4277,WASSINGTON BRILLO ESPONJA NMARRON **,21.0,0.0,0.0,229.0,0.0,0.0,229.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON ESPONJA
392,LP070.0031,4282,WASSINGTON LIQUIDA MARRON 60 ML **,21.0,0.0,0.0,262.0,0.0,0.0,262.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON POMADA LIQUIDA
393,LP070.0032,4283,WASSINGTON POMADA LIQUIDA NEGRA 60 ML **,21.0,0.0,0.0,262.0,0.0,0.0,262.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON POMADA LIQUIDA
394,LP069.0012,3847,WASSINGTON POMADA MARRON PREMIUM 30 GRS **,21.0,0.0,0.0,130.0,107.0,0.0,107.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON POMADA
395,LP014.0073,4273,WASSINGTON PROTECTOR NOBOUK 180 CC **,21.0,0.0,0.0,460.0,0.0,0.0,460.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON PROTECTOR NOBOUK
396,LL093.0010,4271,WASSINGTON RENOVADOR MARRON 180 ML **,21.0,0.0,0.0,388.0,0.0,0.0,388.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON RENOVADOR
397,LL093.0011,4272,WASSINGTON RENOVADOR MARRON CLARO 180 ML **,21.0,0.0,0.0,388.0,0.0,0.0,388.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON RENOVADOR
398,LL093.0012,4280,WASSINGTON RENOVADOR NEGRO **,21.0,0.0,0.0,388.0,0.0,0.0,388.0,$,,,LIMPIADORES DE CALZADO,,EL BACHA,WASSINGTON,,,,,,,WASSINGTON RENOVADOR
399,LD078.0015,4265,WOOLITE  BLACK BOTELLA X 450 CC **,21.0,0.0,0.0,188.66,0.0,0.0,188.66,$,,,JABONES PARA ROPA,,EL BACHA,WOOLITE,,,,,,,WOOLITE JABON PARA ROPA
400,LD078.0013,2646,WOOLITE LAVARROPA BLACK  DOYPACK 450ML **,21.0,0.0,0.0,172.0,0.0,0.0,172.0,$,,,JABONES PARA ROPA,,EL BACHA,WOOLITE,,,,,,,WOOLITE JABON PARA ROPA
401,LD077.0013,4114,WOOLITE MANO BEBE DOYPACK 450ML **,21.0,0.0,0.0,172.0,0.0,0.0,172.0,$,,,LIMPIADORES ESPECIFICOS,,EL BACHA,WOOLITE,,,,,,,WOOLITE JABON PARA ROPA
402,LD077.0013,4115,WOOLITE MATIC BEBE DOYPACK 450ML **,21.0,0.0,0.0,172.0,0.0,0.0,172.0,$,,,LIMPIADORES ESPECIFICOS,,EL BACHA,WOOLITE,,,,,,,WOOLITE JABON PARA ROPA
403,LD078.0038,4266,WOOLITE TODOS LOS DIAS BOTELLA X 450 ML **,21.0,0.0,0.0,188.66,0.0,0.0,188.66,$,,,JABONES PARA ROPA,,EL BACHA,WOOLITE,,,,,,,WOOLITE JABON PARA ROPA
404,LD078.0033,3004,WOOLITE TODOS LOS DIAS DOYPACK 450ML**,21.0,125.77,50.0,188.66,0.0,0.0,155.0,$,,,SUAVIZANTES,,EL BACHA,WOOLITE,,,,,,,WOOLITE JABON PARA ROPA
